,id,laydate,year,weight,joeweight,length,breadth,volume,mage,fage,clutch,fertile,sire,srear,dam,drear,pair,minus,eggcount,double,doubletot,comments,eggsb,damsb,siresb,damF,sireF,relatedness
493,23SIXU1,2/2/2023,2023,303.8,308.26,105.99,71.81,277.1,21,26,1,Y,Yulpok,Artificial,Sixut,Artificial,9,2022,1,N,2,,1189,166,282,-0.0083,-0.0077,0.0346
494,23HONS1,2/22/2023,2023,271,277.48,100.49,69.97,249.43,20,33,1,Y,George,Artificial,Honsi,Artificial,3,2022,2,Y,10,,1196,57,309,0.0549,0.0046,0.0495
496,23PIRU1,2/25/2023,2023,262.1,264.34,103.57,67.27,237.62,33,39,1,Y,Tumusai,Artificial,Piru,Artificial,30,2022,1,N,8,,1202,34,53,0,0.0161,-0.0339
495,23ITAX1,2/25/2023,2023,318.6,317.41,102.11,74.24,285.33,32,27,1,Y,Pawoco,Artificial,Itaxmay,Artificial,2,2022,1,N,NA,,1203,141,60,-0.0083,0.0525,0.0417
497,23HOY1,3/6/2023,2023,266,260.62,100.73,67.73,234.28,27,30,1,Y,Mali,Artificial,Hoy,Artificial,4,2022,1,N,2,,1209,97,145,0.004,0.0161,0.0382
499,23SIXU2,3/8/2023,2023,278.3,278.97,104.71,68.73,250.78,21,26,2,Y,Yulpok,Artificial,Sixut,Artificial,9,2022,1,N,2,,NA,166,282,-0.0083,-0.0077,0.0346
498,23KSEN1,3/8/2023,2023,NA,NA,NA,NA,NA,30,30,1,NA,Xopoy,Artificial,Ksen,Artificial,26,2022,1,N,7,,NA,94,92,-0.0226,0.0161,-0.0364
500,23HOSI1,3/11/2023,2023,263.5,262.43,103.47,67.06,235.91,13,30,1,Y,580,Parent,Hosima,Parent,7,2022,2,Y,5,,1211,84,580,0.0023,0.0197,0.0217
501,23CACH1,3/12/2023,2023,227.8,237.35,103.29,63.83,213.36,31,40,1,Y,Tapu,Parent,Cachuma,Parent,4,2022,1,N,7,,1212,31,71,0,-0.0316,0.021
502,23TOWA1,3/14/2023,2023,287.9,290.3,109.31,68.62,260.96,30,34,1,Y,Kuhu,Artificial,Towasinah,Artificial,17,2022,1,N,8,,1216,49,91,-0.0508,-0.0083,-0.0052
503,23CHUH1,3/15/2023,2023,291.4,294.04,112.78,67.99,264.32,30,33,1,Y,Wishtoyo,Artificial,Chuhlna,Artificial,3,2022,1,N,6,,1220,51,83,-0.0508,0.0023,0.0437
504,23KITS1,3/16/2023,2023,301.4,304.57,110.05,70.05,273.79,18,32,1,Y,385,Parent,Kitsuk,Artificial,4,2022,1,N,0,,1223,69,385,-0.0226,0.0062,-0.0157
505,23HUYA1,3/18/2023,2023,283.5,286.79,112.4,67.26,257.8,37,30,1,Y,Nojoqui,Parent,Huya,Artificial,6,2022,1,N,2,,1222,88,44,0.0549,-0.0333,0.0187
506,23TENE1,3/20/2023,2023,218.2,221.26,100.88,62.36,198.9,27,32,1,Y,137,Artificial,Teneiya,Artificial,9,2022,0,N,1,,1228,70,137,-0.0226,-0.0591,0.0329
507,23KSEN2,4/8/2023,2023,302.8,302.18,113.72,68.64,271.64,30,30,2,Y,Xopoy,Artificial,Ksen,Artificial,26,2022,1,N,7,,1236,94,92,-0.0226,0.0161,-0.0364
508,23HOSI2,4/9/2023,2023,251,247.61,100.39,66.13,222.58,13,30,2,Y,580,Parent,Hosima,Parent,7,2022,2,Y,5,,1237,84,580,0.0023,0.0197,0.0217
509,23ROTC1,4/9/2023,2023,266.7,270.28,101.3,68.78,242.96,40,32,1,N,Cuyama,Parent,Rotciwi,Artificial,2,2022,1,N,2,,NA,59,27,0.0161,0,0.0551
510,23PIRU2,4/11/2023,2023,267.2,274.9,105.41,68,247.12,33,39,2,N,Tumusai,Artificial,Piru,Artificial,30,2022,1,N,8,,NA,34,53,0,0.0161,-0.0339
517,24ITAX1,2/7/2024,2024,330.8,329.03,101.94,75.65,295.78,33,28,1,Y,Pawoco,Artificial,Itaxmay,Artificial,3,2023,1,N,NA,,1268,141,60,-0.0083,0.0525,0.0417
518,24HOY1,2/9/2024,2024,273.6,268.04,98.05,69.62,240.95,28,31,1,Y,Mali,Artificial,Hoy,Artificial,5,2023,1,N,2,,1273,97,145,0.004,0.0161,0.0382
519,24SIXU1,2/10/2024,2024,292.8,292.91,105.96,70.01,263.31,22,27,1,Y,Yulpok,Artificial,Sixut,Artificial,10,2023,2,Y,3,,1274,166,282,-0.0083,-0.0077,0.0346
522,24HUYA1,2/18/2024,2024,283.4,285.38,112.35,67.11,256.54,38,31,1,Y,Nojoqui,Parent,Huya,Artificial,7,2023,1,N,2,,1279,88,44,0.0549,-0.0333,0.0187
520,24HONS1,2/18/2024,2024,254.4,261.05,97.84,68.78,234.67,21,34,1,Y,George,Artificial,Honsi,Artificial,4,2023,1,N,10,,1277,57,309,0.0549,0.0046,0.0495
521,24PIRU1,2/18/2024,2024,272.6,284.64,101.8,70.41,255.87,34,40,1,N,Tumusai,Artificial,Piru,Artificial,31,2023,2,Y,9,,NA,34,53,0,0.0161,-0.0339
523,24HOSI1,2/19/2024,2024,258.9,257.25,103.39,66.42,231.25,14,31,1,Y,580,Parent,Hosima,Parent,8,2023,2,Y,6,,1278,84,580,0.0023,0.0197,0.0217
524,24CHUH1,2/23/2024,2024,303.8,309.17,109.11,70.88,277.92,31,34,1,Y,Wishtoyo,Artificial,Chuhlna,Artificial,4,2023,1,N,6,,1286,51,83,-0.0508,0.0023,0.0437
525,24KSEN1,3/4/2024,2024,305.2,305.92,114.16,68.93,275,31,31,1,Y,Xopoy,Artificial,Ksen,Artificial,27,2023,2,Y,8,,1297,94,92,-0.0226,0.0161,-0.0364
526,24TOWA1,3/7/2024,2024,268.4,268.84,111.31,65.44,241.67,31,35,1,Y,Kuhu,Artificial,Towasinah,Artificial,18,2023,1,N,8,,1299,49,91,-0.0508,-0.0083,-0.0052
527,24CACH1,3/8/2024,2024,227.9,231.5,102.6,63.25,208.1,32,41,1,N,Tapu,Parent,Cachuma,Parent,5,2023,1,N,7,,NA,31,71,0,-0.0316,0.021
528,24ROTC1,3/16/2024,2024,261.6,263.56,101.93,67.71,236.93,41,33,1,N,Cuyama,Parent,Rotciwi,Artificial,3,2023,1,N,2,,NA,59,27,0.0161,0,0.0551
529,24TAAM1,3/22/2024,2024,267.1,280.47,108.79,67.61,252.13,30,5,1,Y,Inja,Artificial,Taamsus,Parent,1,2023,0,N,0,,1306,988,104,0.0496,-0.0375,0.0805
530,24TENE1,3/26/2024,2024,240.7,242.07,104.59,64.06,217.61,28,33,1,Y,137,Artificial,Teneiya,Artificial,10,2023,1,N,1,,1313,70,137,-0.0226,-0.0591,0.0329
531,24CHUH2,4/22/2024,2024,267,264.35,110.63,65.09,237.63,31,34,2,N,Wishtoyo,Artificial,Chuhlna,Artificial,4,2023,1,N,6,,NA,51,83,-0.0508,0.0023,0.0437
